File_ID,File_Path_Origin,File_Size,File_Date,File_Path_Destination,File_Destination_Size
151,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13648-AVIS-SOC-GLASSDOOR-E1137726_P1.html,426.8 KB,2023-04-07 14:29:46.586259,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13648-AVIS-SOC-GLASSDOOR-E1137726_P1.html,426.8 KB
152,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13652-INFO-EMP-LINKEDIN-FR-1602923328.html,384.3 KB,2023-04-07 14:29:46.586968,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13652-INFO-EMP-LINKEDIN-FR-1602923328.html,384.3 KB
153,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13691-AVIS-SOC-GLASSDOOR-E1130973_P1.html,344.2 KB,2023-04-07 14:29:46.587678,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13691-AVIS-SOC-GLASSDOOR-E1130973_P1.html,344.2 KB
154,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13768-INFO-EMP-LINKEDIN-FR-1640419997.html,244.1 KB,2023-04-07 14:29:46.588497,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13768-INFO-EMP-LINKEDIN-FR-1640419997.html,244.1 KB
155,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13689-AVIS-SOC-GLASSDOOR-E2098670_P2.html,578.8 KB,2023-04-07 14:29:46.589235,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13689-AVIS-SOC-GLASSDOOR-E2098670_P2.html,578.8 KB
156,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13668-INFO-EMP-LINKEDIN-FR-1550369256.html,345.9 KB,2023-04-07 14:29:46.589972,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13668-INFO-EMP-LINKEDIN-FR-1550369256.html,345.9 KB
157,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13729-INFO-EMP-LINKEDIN-FR-1451239102.html,310.4 KB,2023-04-07 14:29:46.590707,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13729-INFO-EMP-LINKEDIN-FR-1451239102.html,310.4 KB
158,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13612-INFO-SOC-GLASSDOOR-E845851_P1.html,197.0 KB,2023-04-07 14:29:46.591463,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13612-INFO-SOC-GLASSDOOR-E845851_P1.html,197.0 KB
159,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13619-AVIS-SOC-GLASSDOOR-E800152_P2.html,645.0 KB,2023-04-07 14:29:46.592209,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13619-AVIS-SOC-GLASSDOOR-E800152_P2.html,645.0 KB
160,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13572-AVIS-SOC-GLASSDOOR-E2098670_P1.html,413.9 KB,2023-04-07 14:29:46.592916,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13572-AVIS-SOC-GLASSDOOR-E2098670_P1.html,413.9 KB
161,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13753-INFO-SOC-GLASSDOOR-E13339_P1.html,218.6 KB,2023-04-07 14:29:46.593669,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13753-INFO-SOC-GLASSDOOR-E13339_P1.html,218.6 KB
162,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13787-INFO-SOC-GLASSDOOR-E35333_P1.html,208.4 KB,2023-04-07 14:29:46.594398,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13787-INFO-SOC-GLASSDOOR-E35333_P1.html,208.4 KB
163,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13603-INFO-SOC-GLASSDOOR-E5772_P1.html,219.5 KB,2023-04-07 14:29:46.595139,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13603-INFO-SOC-GLASSDOOR-E5772_P1.html,219.5 KB
164,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13615-AVIS-SOC-GLASSDOOR-E6538_P2.html,617.8 KB,2023-04-07 14:29:46.595854,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13615-AVIS-SOC-GLASSDOOR-E6538_P2.html,617.8 KB
165,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13673-AVIS-SOC-GLASSDOOR-E1464013_P1.html,326.9 KB,2023-04-07 14:29:46.596604,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13673-AVIS-SOC-GLASSDOOR-E1464013_P1.html,326.9 KB
166,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13571-AVIS-SOC-GLASSDOOR-E1061225_P2.html,591.0 KB,2023-04-07 14:29:46.597371,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13571-AVIS-SOC-GLASSDOOR-E1061225_P2.html,591.0 KB
167,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13546-AVIS-SOC-GLASSDOOR-E12966_P2.html,624.0 KB,2023-04-07 14:29:46.598098,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13546-AVIS-SOC-GLASSDOOR-E12966_P2.html,624.0 KB
168,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13699-AVIS-SOC-GLASSDOOR-E3489_P2.html,688.8 KB,2023-04-07 14:29:46.598848,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13699-AVIS-SOC-GLASSDOOR-E3489_P2.html,688.8 KB
169,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13806-INFO-SOC-GLASSDOOR-E2701639_P1.html,440.2 KB,2023-04-07 14:29:46.599572,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13806-INFO-SOC-GLASSDOOR-E2701639_P1.html,440.2 KB
170,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13690-INFO-EMP-LINKEDIN-FR-1551287155.html,235.3 KB,2023-04-07 14:29:46.600327,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13690-INFO-EMP-LINKEDIN-FR-1551287155.html,235.3 KB
171,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13645-AVIS-SOC-GLASSDOOR-E14590_P1.html,465.8 KB,2023-04-07 14:29:46.601032,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13645-AVIS-SOC-GLASSDOOR-E14590_P1.html,465.8 KB
172,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13724-INFO-EMP-LINKEDIN-FR-1573136793.html,369.2 KB,2023-04-07 14:29:46.601812,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13724-INFO-EMP-LINKEDIN-FR-1573136793.html,369.2 KB
173,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13626-INFO-EMP-LINKEDIN-FR-1611186233.html,399.2 KB,2023-04-07 14:29:46.602559,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13626-INFO-EMP-LINKEDIN-FR-1611186233.html,399.2 KB
174,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13600-INFO-SOC-GLASSDOOR-E541990_P1.html,193.2 KB,2023-04-07 14:29:46.603313,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13600-INFO-SOC-GLASSDOOR-E541990_P1.html,193.2 KB
175,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13772-AVIS-SOC-GLASSDOOR-E3974_P1.html,432.8 KB,2023-04-07 14:29:46.604023,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13772-AVIS-SOC-GLASSDOOR-E3974_P1.html,432.8 KB
176,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13711-INFO-SOC-GLASSDOOR-E3043501_P1.html,189.5 KB,2023-04-07 14:29:46.604771,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13711-INFO-SOC-GLASSDOOR-E3043501_P1.html,189.5 KB
177,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13598-AVIS-SOC-GLASSDOOR-E1363502_P1.html,237.5 KB,2023-04-07 14:29:46.605499,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13598-AVIS-SOC-GLASSDOOR-E1363502_P1.html,237.5 KB
178,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13660-AVIS-SOC-GLASSDOOR-E26056_P2.html,682.6 KB,2023-04-07 14:29:46.606244,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13660-AVIS-SOC-GLASSDOOR-E26056_P2.html,682.6 KB
179,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13593-INFO-EMP-LINKEDIN-FR-1566347092.html,85.1 KB,2023-04-07 14:29:46.606966,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13593-INFO-EMP-LINKEDIN-FR-1566347092.html,85.1 KB
180,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13725-AVIS-SOC-GLASSDOOR-E10842_P2.html,674.1 KB,2023-04-07 14:29:46.607692,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13725-AVIS-SOC-GLASSDOOR-E10842_P2.html,674.1 KB
181,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13759-INFO-EMP-LINKEDIN-FR-1481280755.html,416.1 KB,2023-04-07 14:29:46.608480,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13759-INFO-EMP-LINKEDIN-FR-1481280755.html,416.1 KB
182,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13770-AVIS-SOC-GLASSDOOR-E1013306_P1.html,494.4 KB,2023-04-07 14:29:46.609212,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13770-AVIS-SOC-GLASSDOOR-E1013306_P1.html,494.4 KB
183,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13726-INFO-EMP-LINKEDIN-FR-1610898392.html,293.3 KB,2023-04-07 14:29:46.609927,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13726-INFO-EMP-LINKEDIN-FR-1610898392.html,293.3 KB
184,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13788-INFO-EMP-LINKEDIN-FR-1599912507.html,269.1 KB,2023-04-07 14:29:46.610693,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13788-INFO-EMP-LINKEDIN-FR-1599912507.html,269.1 KB
185,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13638-INFO-EMP-LINKEDIN-FR-1509131671.html,441.5 KB,2023-04-07 14:29:46.611459,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13638-INFO-EMP-LINKEDIN-FR-1509131671.html,441.5 KB
186,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13753-AVIS-SOC-GLASSDOOR-E13339_P2.html,645.4 KB,2023-04-07 14:29:46.612209,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13753-AVIS-SOC-GLASSDOOR-E13339_P2.html,645.4 KB
187,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13574-AVIS-SOC-GLASSDOOR-E1130973_P1.html,344.2 KB,2023-04-07 14:29:46.612936,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13574-AVIS-SOC-GLASSDOOR-E1130973_P1.html,344.2 KB
188,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13611-INFO-EMP-LINKEDIN-FR-1331158524.html,147.9 KB,2023-04-07 14:29:46.613708,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13611-INFO-EMP-LINKEDIN-FR-1331158524.html,147.9 KB
189,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13710-AVIS-SOC-GLASSDOOR-E476908_P2.html,610.1 KB,2023-04-07 14:29:46.614499,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13710-AVIS-SOC-GLASSDOOR-E476908_P2.html,610.1 KB
190,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13639-INFO-EMP-LINKEDIN-FR-1575149544.html,450.6 KB,2023-04-07 14:29:46.615281,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13639-INFO-EMP-LINKEDIN-FR-1575149544.html,450.6 KB
191,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13704-INFO-EMP-LINKEDIN-FR-1646252993.html,321.8 KB,2023-04-07 14:29:46.616025,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13704-INFO-EMP-LINKEDIN-FR-1646252993.html,321.8 KB
192,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13670-INFO-EMP-LINKEDIN-FR-1586967443.html,146.6 KB,2023-04-07 14:29:46.616764,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13670-INFO-EMP-LINKEDIN-FR-1586967443.html,146.6 KB
193,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13689-INFO-EMP-LINKEDIN-FR-1609097045.html,454.9 KB,2023-04-07 14:29:46.617529,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13689-INFO-EMP-LINKEDIN-FR-1609097045.html,454.9 KB
194,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13715-INFO-EMP-LINKEDIN-FR-1497554899.html,294.3 KB,2023-04-07 14:29:46.618322,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13715-INFO-EMP-LINKEDIN-FR-1497554899.html,294.3 KB
195,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13779-INFO-SOC-GLASSDOOR-E33451_P1.html,214.4 KB,2023-04-07 14:29:46.619843,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13779-INFO-SOC-GLASSDOOR-E33451_P1.html,214.4 KB
196,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13767-AVIS-SOC-GLASSDOOR-E1387356_P1.html,249.0 KB,2023-04-07 14:29:46.621403,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13767-AVIS-SOC-GLASSDOOR-E1387356_P1.html,249.0 KB
197,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13579-INFO-EMP-LINKEDIN-FR-1596016475.html,193.2 KB,2023-04-07 14:29:46.622341,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13579-INFO-EMP-LINKEDIN-FR-1596016475.html,193.2 KB
198,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13742-INFO-EMP-LINKEDIN-FR-1602836742.html,359.6 KB,2023-04-07 14:29:46.623085,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13742-INFO-EMP-LINKEDIN-FR-1602836742.html,359.6 KB
199,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13679-AVIS-SOC-GLASSDOOR-E906809_P2.html,585.2 KB,2023-04-07 14:29:46.623829,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13679-AVIS-SOC-GLASSDOOR-E906809_P2.html,585.2 KB
200,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13596-INFO-EMP-LINKEDIN-FR-1555990361.html,398.9 KB,2023-04-07 14:29:46.624602,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13596-INFO-EMP-LINKEDIN-FR-1555990361.html,398.9 KB
201,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13596-AVIS-SOC-GLASSDOOR-E111193_P2.html,632.7 KB,2023-04-07 14:29:46.625332,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13596-AVIS-SOC-GLASSDOOR-E111193_P2.html,632.7 KB
202,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13582-INFO-EMP-LINKEDIN-FR-1611007803.html,153.0 KB,2023-04-07 14:29:46.626080,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13582-INFO-EMP-LINKEDIN-FR-1611007803.html,153.0 KB
203,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13692-INFO-SOC-GLASSDOOR-E929611_P1.html,208.8 KB,2023-04-07 14:29:46.626785,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13692-INFO-SOC-GLASSDOOR-E929611_P1.html,208.8 KB
204,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13653-AVIS-SOC-GLASSDOOR-E454220_P1.html,528.9 KB,2023-04-07 14:29:46.627551,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13653-AVIS-SOC-GLASSDOOR-E454220_P1.html,528.9 KB
205,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13590-INFO-EMP-LINKEDIN-FR-1465461379.html,130.9 KB,2023-04-07 14:29:46.628353,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13590-INFO-EMP-LINKEDIN-FR-1465461379.html,130.9 KB
206,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13650-AVIS-SOC-GLASSDOOR-E809243_P1.html,466.6 KB,2023-04-07 14:29:46.629105,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13650-AVIS-SOC-GLASSDOOR-E809243_P1.html,466.6 KB
207,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13780-INFO-EMP-LINKEDIN-FR-1640291833.html,303.8 KB,2023-04-07 14:29:46.629869,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13780-INFO-EMP-LINKEDIN-FR-1640291833.html,303.8 KB
208,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13716-AVIS-SOC-GLASSDOOR-E466295_P1.html,391.3 KB,2023-04-07 14:29:46.630990,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13716-AVIS-SOC-GLASSDOOR-E466295_P1.html,391.3 KB
209,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13678-AVIS-SOC-GLASSDOOR-E379472_P1.html,487.3 KB,2023-04-07 14:29:46.632046,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13678-AVIS-SOC-GLASSDOOR-E379472_P1.html,487.3 KB
210,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13572-INFO-SOC-GLASSDOOR-E2098670_P1.html,195.0 KB,2023-04-07 14:29:46.632785,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13572-INFO-SOC-GLASSDOOR-E2098670_P1.html,195.0 KB
211,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13708-INFO-SOC-GLASSDOOR-E4252_P1.html,229.5 KB,2023-04-07 14:29:46.633555,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13708-INFO-SOC-GLASSDOOR-E4252_P1.html,229.5 KB
212,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13633-AVIS-SOC-GLASSDOOR-E672181_P1.html,373.4 KB,2023-04-07 14:29:46.634595,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13633-AVIS-SOC-GLASSDOOR-E672181_P1.html,373.4 KB
213,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13628-AVIS-SOC-GLASSDOOR-E235643_P1.html,560.4 KB,2023-04-07 14:29:46.635511,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13628-AVIS-SOC-GLASSDOOR-E235643_P1.html,560.4 KB
214,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13640-INFO-EMP-LINKEDIN-FR-1640330076.html,399.3 KB,2023-04-07 14:29:46.636261,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13640-INFO-EMP-LINKEDIN-FR-1640330076.html,399.3 KB
215,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13575-AVIS-SOC-GLASSDOOR-E1922609_P1.html,443.7 KB,2023-04-07 14:29:46.636986,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13575-AVIS-SOC-GLASSDOOR-E1922609_P1.html,443.7 KB
216,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13576-INFO-EMP-LINKEDIN-FR-1451979173.html,375.6 KB,2023-04-07 14:29:46.637715,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13576-INFO-EMP-LINKEDIN-FR-1451979173.html,375.6 KB
217,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13745-AVIS-SOC-GLASSDOOR-E3803_P2.html,810.5 KB,2023-04-07 14:29:46.638480,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13745-AVIS-SOC-GLASSDOOR-E3803_P2.html,810.5 KB
218,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13550-INFO-EMP-LINKEDIN-FR-1573133460.html,394.4 KB,2023-04-07 14:29:46.639222,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13550-INFO-EMP-LINKEDIN-FR-1573133460.html,394.4 KB
219,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13558-AVIS-SOC-GLASSDOOR-E6162_P2.html,649.5 KB,2023-04-07 14:29:46.639932,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13558-AVIS-SOC-GLASSDOOR-E6162_P2.html,649.5 KB
220,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13737-AVIS-SOC-GLASSDOOR-E2947949_P1.html,331.1 KB,2023-04-07 14:29:46.640691,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13737-AVIS-SOC-GLASSDOOR-E2947949_P1.html,331.1 KB
221,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13790-AVIS-SOC-GLASSDOOR-E9028_P2.html,634.3 KB,2023-04-07 14:29:46.641463,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13790-AVIS-SOC-GLASSDOOR-E9028_P2.html,634.3 KB
222,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13734-INFO-SOC-GLASSDOOR-E10358_P1.html,224.7 KB,2023-04-07 14:29:46.642194,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13734-INFO-SOC-GLASSDOOR-E10358_P1.html,224.7 KB
223,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13753-AVIS-SOC-GLASSDOOR-E13339_P1.html,351.9 KB,2023-04-07 14:29:46.642902,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13753-AVIS-SOC-GLASSDOOR-E13339_P1.html,351.9 KB
224,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13619-AVIS-SOC-GLASSDOOR-E800152_P1.html,438.1 KB,2023-04-07 14:29:46.643648,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13619-AVIS-SOC-GLASSDOOR-E800152_P1.html,438.1 KB
225,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13634-AVIS-SOC-GLASSDOOR-E7633_P1.html,572.3 KB,2023-04-07 14:29:46.644362,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13634-AVIS-SOC-GLASSDOOR-E7633_P1.html,572.3 KB
